Business Family,Business Unit,Customer,Customer Type,CustomerKey,Line of Business,Phone,Search Type
R3,1,Iconation Shop,G2,10017072,nao informado,816-455-8733,C
R3,1,Id Shop,G1,10017290,M1,816-455-8733,C
R3,1,Idyll Store,G3,10017307,nao informado,816-455-8733,C
R3,1,Idyllwild Shop,G2,10017314,nao informado,816-455-8733,C
R3,1,Illuminati Shop,G2,10017576,nao informado,816-455-8733,C
R3,1,Ilog Shop,G2,10017585,nao informado,816-455-8733,C
R3,1,J.A. Supermarket,G1,10017852,M1,816-455-8733,C
R3,1,J.M. Market,G1,10018129,M1,816-455-8733,C
R3,1,J.M. Supermarket,G3,10018146,nao informado,816-455-8733,C
R3,1,Johnson Store,G3,10018352,nao informado,816-455-8733,C
R3,1,Jones Stores,G1,10018363,M1,816-455-8733,C
R3,1,Joy Supermarket,G1,10018371,M1,816-455-8733,C
R3,1,K&K Supermarket,G1,10018603,M1,816-455-8733,C
R3,1,Kabbalah Shop,G2,10018644,M1,816-455-8733,C
R3,1,Kaim Supermarket,G2,10018665,M1,816-455-8733,C
R3,1,Kari Supermarket,G2,10018867,nao informado,816-455-8733,C
R3,1,Karickal Store,G1,10018868,M1,816-455-8733,C
R3,1,KAT Store,G1,10018877,M1,816-455-8733,C
R3,1,Kawneer Market,G2,10018885,nao informado,816-455-8733,C
R3,1,Kazinformcom Shop,G2,10018890,nao informado,816-455-8733,C
R3,1,Kellys Gigastore,G2,10017638,nao informado,816-455-8733,C
R3,1,Kennecott Supermarket,G2,10018957,nao informado,816-455-8733,C
R3,1,KENROB Megaplace,G2,10019066,nao informado,816-455-8733,C
R3,1,Kensington Market,G2,10019105,nao informado,816-455-8733,C
R3,1,Kerite Company,G2,10019194,nao informado,816-455-8733,C
R3,1,KeyComm Shop,G2,10019388,nao informado,816-455-8733,C
R3,1,Keystar Superstore,G2,10019400,nao informado,816-455-8733,C
R3,1,Keystroke Market,G1,10019420,M1,816-455-8733,C
R3,1,kGS Shop,G2,10019469,nao informado,816-455-8733,C
R3,1,KillerGraffix Shop,G2,10019502,nao informado,816-455-8733,C
R3,1,Kim Market,G2,10019512,nao informado,816-455-8733,C
R3,1,Kool-Seal Shop,G2,10019617,nao informado,816-455-8733,C
R3,1,Labatt Supermarket,G2,10019665,M1,816-455-8733,C
R3,1,Laker Market,G2,10019678,nao informado,816-455-8733,C
R3,1,Lamson Store,G2,10019682,nao informado,816-455-8733,C
R3,1,Levi Supermarket,G1,10019783,M1,816-455-8733,C
R3,1,Litton Shop,G2,10019879,nao informado,816-455-8733,C
R3,1,Livermore Store,G2,10019897,nao informado,816-455-8733,C
R3,1,LiveWire Supermarket,G2,10019900,nao informado,816-455-8733,C
R3,1,Livezone Supermarket,G3,10019913,nao informado,816-455-8733,C
R3,1,LMAO superplace,G2,10019942,nao informado,816-455-8733,C
R3,1,Lynn-Arthur Store,G2,10020171,nao informado,816-455-8733,C
R3,1,Markets,G1,10020181,M1,816-455-8733,C
R3,1,MATRIX Shop,G2,10020192,nao informado,816-455-8733,C
R3,1,MaxBan Shop,G2,10020227,nao informado,816-455-8733,C
R3,1,Mb Market,G1,10020281,M1,816-455-8733,C
R3,1,McGraw-Hill Supermarket,G2,10020306,nao informado,816-455-8733,C
R3,1,Mead Supermarket,G1,10020323,M1,816-455-8733,C
R3,1,Meals Market,G2,10000460,nao informado,816-455-8733,C
R3,1,Medics Shop,G2,10020332,nao informado,816-455-8733,C
R3,1,Melville Supermarket,G2,10020340,nao informado,816-455-8733,C
R3,1,Mersey Market,G2,10020364,nao informado,816-455-8733,C
R3,1,"Metro-Goldwyn-Mayer, Supermarket",G2,10020388,nao informado,816-455-8733,C
R3,1,Miles Supermarket,G2,10020390,nao informado,816-455-8733,C
R3,1,Minneapolis Supermarket,G2,10020393,nao informado,816-455-8733,C
R3,1,Molson Store,G2,10020413,nao informado,816-455-8733,C
R3,1,N.Graphics Shop,G2,10020445,nao informado,816-455-8733,C
R3,1,Nanao Shop,G3,10020448,nao informado,816-455-8733,C
R3,1,Nancy Supermarket,G1,10020449,M1,816-455-8733,C
R3,1,Nbase Shop,G1,10020491,M1,816-455-8733,C
R3,1,NBTel Shop,G2,10020492,nao informado,816-455-8733,C
R3,1,NBX Stores,G2,10020515,nao informado,816-455-8733,C
R3,1,Neeka Shop,G2,10020647,nao informado,816-455-8733,C
R3,1,Nematron Shop,G1,10020662,M1,816-455-8733,C
R3,1,Neos Gigaplace,G2,10020663,nao informado,816-455-8733,C
R3,1,Oki Shop,G1,10020672,M1,816-455-8733,C
R3,1,Oklahoma Supermarket,G2,10020684,nao informado,816-455-8733,C
R3,1,OnDeck Store,G2,10020849,nao informado,816-455-8733,C
R3,1,One Market,G2,10020868,nao informado,816-455-8733,C
R3,1,Onebox Shop,G1,10020907,nao informado,816-455-8733,C
R3,1,Onetouch Supermarket,G2,10020914,nao informado,816-455-8733,C
R3,1,Ottercom Shop,G2,10020915,nao informado,816-455-8733,C
R3,1,Outbreak Shop,G2,10020927,nao informado,816-455-8733,C
R3,1,Outsource Store,G2,10020982,nao informado,816-455-8733,C
R3,1,Overdreams Shop,G2,10021006,nao informado,816-455-8733,C
R3,1,Owl's Supermarket,G2,10021015,nao informado,816-455-8733,C
R3,1,P.C.G. Supermarket,G2,10021107,nao informado,816-455-8733,C
R3,1,P.C'S Shop,G3,10021111,nao informado,816-455-8733,C
R3,1,Pace Shop,G3,10021139,nao informado,816-455-8733,C
R3,1,Pacific Gigaplace,G1,10021160,M1,816-455-8733,C
R3,1,Pacific Store,G2,10021179,nao informado,816-455-8733,C
R3,1,Pacific Supermarket,G2,10021175,nao informado,816-455-8733,C
R3,1,Pacific Supermarket,G2,10021184,nao informado,816-455-8733,C
R3,1,Pacific Supermarket,G3,10021158,nao informado,816-455-8733,C
R3,1,Pacifico's,G2,10021222,nao informado,816-455-8733,C
R3,1,Packet Design,G2,10021232,nao informado,816-455-8733,C
R3,1,PADL Shop,G2,10021239,nao informado,816-455-8733,C
R3,1,Page Market,G2,10021270,nao informado,816-455-8733,C
R3,1,PAGE Shop,G2,10021240,nao informado,816-455-8733,C
R3,1,Page Store,G3,10021242,nao informado,816-455-8733,C
R3,1,PageBoy Shop,G2,10021283,nao informado,816-455-8733,C
R3,1,PagePoint Shop,G2,10021286,nao informado,816-455-8733,C
R3,1,PageSites Shop,G2,10021297,nao informado,816-455-8733,C
R3,1,Pallister Supermarket,G2,10021305,nao informado,816-455-8733,C
R3,1,Panasonic Shop,G2,10021350,nao informado,816-455-8733,C
R3,1,Pangaea Store,G2,10021380,nao informado,816-455-8733,C
R3,1,Panix Shop,G2,10021411,nao informado,816-455-8733,C
R3,1,Pantech Supermarket,G2,10021415,nao informado,816-455-8733,C
R3,1,Panzl Shop,G2,10021418,nao informado,816-455-8733,C
R3,1,Paperless Store,G2,10021458,nao informado,816-455-8733,C
R3,1,Papyrus Supermarket,G2,10021470,nao informado,816-455-8733,C
R3,1,Parabole Shop,G3,10021472,nao informado,816-455-8733,C
R3,1,Paraclipse Shop,G2,10021494,nao informado,816-455-8733,C
R3,1,Parian Market,G2,10021575,nao informado,816-455-8733,C
R3,1,Password Supermarket,G2,10021641,nao informado,816-455-8733,C
R3,1,Pathlight Market,G2,10021668,nao informado,816-455-8733,C
R3,1,Patient Shop,G2,10021673,nao informado,816-455-8733,C
R3,1,Patrick Market,G1,10021677,M1,816-455-8733,C
R3,1,Patton Store,G1,10021736,M1,816-455-8733,C
R3,1,Paul Store,G2,10021750,nao informado,816-455-8733,I
R3,1,Payton Supermarket,G2,10021800,nao informado,816-455-8733,C
R3,1,Pereras,G2,10009676,nao informado,816-455-8733,C
R3,1,Pick Store,G1,10021802,M1,816-455-8733,C
R3,1,Picka Superstore,G2,10021804,nao informado,816-455-8733,C
R3,1,PING Shop,G1,10021911,M1,816-455-8733,C
R3,1,PING Shop,G2,10021911,M1,816-455-8733,C
R3,1,Pink Supermarket,G2,10021936,nao informado,816-455-8733,C
R3,1,Pinnacle Shop,G2,10021962,nao informado,816-455-8733,C
R3,1,Pinnacle Store,G2,10021977,M1,816-455-8733,C
R3,1,Pinnacle Supermarket,G2,10021996,M1,816-455-8733,C
R3,1,PLAINFIELD Market,G1,10026438,M1,816-455-8733,C
R3,1,QualityLogic Shop,G2,10022166,nao informado,816-455-8733,I
R3,1,Quallaby Megaplace,G1,10022167,M1,816-455-8733,C
R3,1,Quantex Supermarket,G2,10022183,nao informado,816-455-8733,C
R3,1,Quantum Shop,G1,10022201,M1,816-455-8733,C
R3,1,Quantum Supermarket,G2,10022249,nao informado,816-455-8733,C
R3,1,Quantum Supermarket,G2,10022252,nao informado,816-455-8733,C
R3,1,Quantum Supermarket,G3,10022240,nao informado,816-455-8733,C
R3,1,R&R Store,G2,10022434,nao informado,816-455-8733,C
R3,1,R2J2 Shop,G2,10022450,M1,816-455-8733,C
R3,1,Ra Maxistore,G2,10022456,nao informado,816-455-8733,C
R3,1,Racal Store,G2,10022470,nao informado,816-455-8733,C
R3,1,Racal-Datacom Shop,G2,10022490,M1,816-455-8733,C
R3,1,Rave Supermarket,G2,10022678,nao informado,816-455-8733,C
R3,1,Ravenwerks Shop,G3,10022687,nao informado,816-455-8733,C
R3,1,Razorfish Shop,G2,10022725,nao informado,816-455-8733,C
R3,1,Rdlabs Shop,G1,10022746,M1,816-455-8733,C
R3,1,Ready-to-Run Shop,G2,10022750,M1,816-455-8733,C
R3,1,Real Supermarket,G1,10022755,M1,816-455-8733,C
R3,1,RealiDyne Shop,G2,10022764,nao informado,816-455-8733,C
R3,1,Reflex Store,G1,10022962,M1,816-455-8733,C
R3,1,Relcom Shop,G2,10022978,nao informado,816-455-8733,I
R3,1,Remedy Shop,G2,10023003,M1,816-455-8733,C
R3,1,Reuters Supermarket,G2,10023212,nao informado,816-455-8733,C
R3,1,Reveal Supermarket,G2,10023221,M1,816-455-8733,C
R3,1,RFI Superstore,G2,10023275,nao informado,816-455-8733,C
R3,1,RKS Shop,G2,10023447,M1,816-455-8733,C
R3,1,Road Warriors,G2,10023471,nao informado,816-455-8733,C
R3,1,Robust Store,G2,10023489,nao informado,816-455-8733,C
R3,1,Safe Shop,G1,10023495,M1,816-455-8733,C
R3,1,Safetynet Shop,G2,10023509,nao informado,816-455-8733,C
R3,1,Sage Shop,G2,10023510,nao informado,816-455-8733,C
R3,1,Sagent Shop,G2,10023513,nao informado,816-455-8733,C
R3,1,SAIC Supermarket,G2,10023516,nao informado,816-455-8733,C
R3,1,Salias Gigaplace,G2,10023524,nao informado,816-455-8733,C
R3,1,Sarcom Shop,G1,10023703,M1,816-455-8733,C
R3,1,SAS Supermarket,G1,10023757,nao informado,816-455-8733,C
R3,1,SASCO Store,G2,10023759,nao informado,816-455-8733,C
R3,1,SataMine Shop,G2,10023760,nao informado,816-455-8733,C
R3,1,Satronix Shop,G2,10023778,nao informado,816-455-8733,C
R3,1,SAT-SAGEM Supermarket,G1,10023780,M1,816-455-8733,C
R3,1,Saturnus Supermarket,G2,10023783,nao informado,816-455-8733,C
R3,1,Science Store,G3,10023964,nao informado,816-455-8733,C
R3,1,ScotGold Market,G2,10024006,M1,816-455-8733,C
R3,1,Screen Supermarket,G1,10024016,M1,816-455-8733,C
R3,1,Script Supermarket,G3,10024034,nao informado,816-455-8733,C
R3,1,Siemens Supermarket,G2,10024246,nao informado,816-455-8733,C
R3,1,Sifton Supermarket,G2,10024248,M1,816-455-8733,C
R3,1,Sigma Supermarket,G2,10024260,nao informado,816-455-8733,C
R3,1,Signature Shop,G2,10024262,nao informado,816-455-8733,C
R3,1,Signatures Superstore,G2,10024270,nao informado,816-455-8733,C
R3,1,Smith Supermarket,G1,10024477,M1,816-455-8733,C
R3,1,SNC Supermarket,G2,10024492,nao informado,816-455-8733,C
R3,1,Soloman Market,G2,10024499,nao informado,816-455-8733,C
R3,1,Southern Supermarket,G2,10024541,nao informado,816-455-8733,C
R3,1,Sterling Store,G2,10024704,nao informado,816-455-8733,C
R3,1,Stone Market,G2,10024725,nao informado,816-455-8733,C
R3,1,Stone Supermarket,G2,10024743,nao informado,816-455-8733,C
R3,1,Sun Supermarket,G3,10024880,nao informado,816-455-8733,C
R3,1,Systems Store,G1,10024915,M1,816-455-8733,C
R3,1,T Market,G2,10024916,nao informado,816-455-8733,C
R3,1,T.M. Store,G1,10024924,M1,816-455-8733,C
R3,1,T3West Shop,G3,10024930,nao informado,816-455-8733,C
R3,1,Tag Supermarket,G2,10024942,nao informado,816-455-8733,C
R3,1,Tailwind Shop,G2,10025021,nao informado,816-455-8733,C
R3,1,Take Supermarket,G1,10025022,M1,816-455-8733,C
R3,1,TAL Store,G3,10025023,nao informado,816-455-8733,C
R3,1,Taligent Midstore,G2,10025025,M1,816-455-8733,C
R3,1,Talkland Shop,G1,10025032,M1,816-455-8733,C
R3,1,Tally Store,G2,10025033,nao informado,816-455-8733,C
R3,1,Talou Shop,G2,10025034,nao informado,816-455-8733,C
R3,1,Tampa Market,G2,10025036,nao informado,816-455-8733,C
R3,1,Tangent Shop,G2,10025040,nao informado,816-455-8733,C
R3,1,Tao Store,G2,10025049,nao informado,816-455-8733,C
R3,1,Taos Supermarket,G2,10025051,nao informado,816-455-8733,C
R3,1,Target Store,G2,10025061,nao informado,816-455-8733,C
R3,1,TargetedListings Shop,G2,10025062,nao informado,816-455-8733,C
R3,1,Taroch Mexistore,G1,10025063,M1,816-455-8733,C
R3,1,Taskers Supermarket,G1,10025158,M1,816-455-8733,C
R3,1,Team Supermarket,G2,10025238,nao informado,816-455-8733,C
R3,1,Teamaker Shop,G2,10025239,nao informado,816-455-8733,C
R3,1,Teca-Print Shop,G2,10025243,nao informado,816-455-8733,C
R3,1,TECC Shop,G3,10025246,nao informado,816-455-8733,C
R3,1,Telus Store,G2,10025248,nao informado,816-455-8733,C
R3,1,Times Store,G2,10025252,nao informado,816-455-8733,C
R3,1,Today Shop,G2,10025264,nao informado,816-455-8733,C
R3,1,Todd Supermarket,G3,10025267,nao informado,816-455-8733,C
R3,1,Toledo Market,G2,10025269,M1,816-455-8733,C
R3,1,Towmotor Supermarket,G2,10025284,nao informado,816-455-8733,C
R3,1,Transalta Store,G2,10025285,nao informado,816-455-8733,C
R3,1,Transylvania Supermarket,G1,10025288,M1,816-455-8733,C
R3,1,Tredegar Market,G2,10025289,nao informado,816-455-8733,C
R3,1,Trend Market,G2,10025291,nao informado,816-455-8733,C
R3,1,Trust Supermarket,G2,10025296,nao informado,816-455-8733,C
R3,1,U. Supermarket,G3,10025298,nao informado,816-455-8733,C
R3,1,U.S. Market,G2,10025300,nao informado,816-455-8733,C
R3,1,U.S. Market,G2,10025302,nao informado,816-455-8733,C
R3,1,U.S. Market,G3,10025299,M1,816-455-8733,C
R3,1,UBF Shop,G2,10025304,nao informado,816-455-8733,C
R3,1,Ubicco Shop,G2,10025305,nao informado,816-455-8733,C
R3,1,Ultimate Supermarket,G2,10025392,nao informado,816-455-8733,C
R3,1,Underwriters Supermarket,G2,10025467,nao informado,816-455-8733,C
R3,1,UniForum Shop,G2,10025495,nao informado,816-455-8733,C
R3,1,Unimedya Shop,G3,10025508,nao informado,816-455-8733,C
R3,1,Uniplex Shop,G2,10025511,nao informado,816-455-8733,C
R3,1,Unison Medistore,G2,10025552,nao informado,816-455-8733,C
R3,1,Unisys Shop,G2,10025558,nao informado,816-455-8733,C
R3,1,Unisys Supermarket,G2,10025560,M1,816-455-8733,C
R3,1,Unitec Maxistore,G2,10025571,nao informado,816-455-8733,C
R3,1,United Market,G3,10025575,nao informado,816-455-8733,C
R3,1,Universal Supermarket,G3,10025608,nao informado,816-455-8733,C
R3,1,Userland Maxistore,G2,10025737,nao informado,816-455-8733,C
R3,1,UTStarGate Shop,G2,10025758,nao informado,816-455-8733,C
R3,1,UUmail Shop,G2,10025769,nao informado,816-455-8733,C
R3,1,VA Supermarket,G2,10025771,nao informado,816-455-8733,C
R3,1,Valicert Midstore,G2,10025778,nao informado,816-455-8733,C
R3,1,Valley Market,G2,10025791,M1,816-455-8733,C
R3,1,Valley Store,G2,10025808,nao informado,816-455-8733,C
R3,1,Valpatken Shop,G2,10025814,nao informado,816-455-8733,C
R3,1,ValueClick Shop,G1,10025878,M1,816-455-8733,C
R3,1,Vanstars,G2,10025919,M1,816-455-8733,C
R3,1,Vector USA,G3,10026006,nao informado,816-455-8733,C
R3,1,Vectrix Shop,G1,10026009,M1,816-455-8733,C
R3,1,VEI Shop,G2,10026023,nao informado,816-455-8733,C
R3,1,Velos Supermarket,G1,10026038,M1,816-455-8733,C
R3,1,Venred Shop,G2,10026078,nao informado,816-455-8733,C
R3,1,Warsun Supermarket,G2,10026291,nao informado,816-455-8733,C
R3,1,Wasabi Shop,G1,10026294,M1,816-455-8733,C
R3,1,Watcom Maxistore,G2,10026299,nao informado,816-455-8733,C
R3,1,Wayne's Market,G2,10026334,nao informado,816-455-8733,C
R3,1,WBM Store,G2,10026336,nao informado,816-455-8733,C
R3,1,We Market,G2,10026355,nao informado,816-455-8733,C
R3,1,Whites,G2,10026365,nao informado,816-455-8733,C
R3,1,Xcert Shop,G1,10026521,M1,816-455-8733,C
R3,1,XCOM Shop,G2,10026522,nao informado,816-455-8733,C
R3,1,Xenet Shop,G2,10026536,nao informado,816-455-8733,C
R3,1,Xetron Shop,G2,10026581,nao informado,816-455-8733,C
R3,1,Xtreme Shop,G2,10026839,M1,816-455-8733,C
R3,1,XVT Shop,G2,10026843,nao informado,816-455-8733,C
R3,1,Xyplex Shop,G2,10026861,nao informado,816-455-8733,C
R3,1,Xyratex Shop,G1,10026868,M1,816-455-8733,C
R3,1,Your Market,G2,10027050,nao informado,816-455-8733,C
R3,1,YourFuture Shop,G2,10027053,nao informado,816-455-8733,C
R3,1,ySecret Shop,G3,10027082,nao informado,816-455-8733,C
R3,1,Yurie Market,G2,10027119,nao informado,816-455-8733,C
R3,1,Zentrum Market,G2,10027340,nao informado,816-455-8733,C
R3,1,Zero Market,G2,10027356,nao informado,816-455-8733,C
R3,1,Zero-Knowledge Supermarket,G2,10027381,nao informado,816-455-8733,C
R3,1,Zeroo Gigastore,G1,10027370,M1,816-455-8733,C
R3,1,ZipLip.Com Shop,G2,10027572,nao informado,816-455-8733,C
R3,1,Zitel Shop,G2,10027575,nao informado,816-455-8733,C
R4,1,Capitolnet Supermarket,G2,10008596,nao informado,816-455-8733,C
R4,1,Emergency Shop,G2,10011286,nao informado,816-455-8733,C
R4,1,Panngea Shop,G2,10021412,nao informado,816-455-8733,C
R4,1,UKnames.net Shop,G2,10025359,nao informado,816-455-8733,C
