Sales Quantity,Sales Rep,Sales Price,Sales Margin Amount,Sales Cost Amount,Sales Amount Based on List Price,Sales Amount,Order Number,List Price,Line Number,Discount Amount,Invoice Date,Invoice Number
1,108,"292,41","126,11","166,3","556,63","292,41",116178,"556,63",4000,"264,22",22/01/2017,319797
1,108,"292,41","126,11","166,3","556,63","292,41",125000,"556,63",4000,"264,22",23/04/2017,331309
1,108,"292,41","126,4","166,01","556,63","292,41",105054,"556,63",47000,"264,22",09/07/2017,306391
1,108,"292,42","148,41","144,01","568,5","292,42",212658,"568,5",29000,"276,08",14/11/2018,118600
1,108,"292,42","148,41","144,01","568,5","292,42",212875,"568,5",47000,"276,08",12/11/2018,118334
1,108,"294,49","91,36","203,13",575,"294,49",112727,575,5000,"280,51",25/10/2017,315652
1,108,"294,49","91,36","203,13",575,"294,49",123926,575,5000,"280,51",27/12/2017,329181
1,108,"294,72","115,11","179,61","561,04","294,72",105034,"561,04",52000,"266,32",05/07/2017,305773
1,108,"294,72","97,89","196,83","561,04","294,72",101479,"561,04",33000,"266,32",18/06/2017,304360
1,108,"294,72","97,89","196,83","561,04","294,72",101479,"561,04",33001,"266,32",11/06/2017,303651
1,108,"294,72","98,44","196,28","561,04","294,72",114779,"561,04",1000,"266,32",22/11/2017,318164
1,108,"295,76","46,46","249,3",575,"295,76",212870,575,220000,"279,24",17/10/2018,116099
1,108,"295,76","46,46","249,3",575,"295,76",224046,575,220000,"279,24",19/12/2018,129620
1,108,"296,55","159,18","137,37","564,53","296,55",105052,"564,53",55000,"267,98",05/07/2017,305777
1,108,"296,55","159,19","137,36","564,53","296,55",107776,"564,53",33000,"267,98",13/08/2017,309304
1,108,"296,55","159,19","137,36","564,53","296,55",118346,"564,53",33000,"267,98",12/02/2017,321695
1,108,"296,82","116,04","180,78","577,06","296,82",212870,"577,06",184000,"280,24",17/10/2018,116099
1,108,"296,82","116,04","180,78","577,06","296,82",224046,"577,06",184000,"280,24",19/12/2018,129620
1,108,"297,74","107,26","190,48","544,12","297,74",202516,"544,12",3000,"246,38",27/05/2018,103268
1,108,"298,91","26,3","272,61",625,"298,91",201133,625,344000,"326,09",06/06/2018,104350
1,108,"298,91","26,3","272,61",625,"298,91",201138,625,86000,"326,09",09/06/2018,104470
1,108,"300,23","178,02","122,21","548,66","300,23",202518,"548,66",19000,"248,43",08/05/2018,101666
1,108,"300,23","178,02","122,21","548,66","300,23",205034,"548,66",45000,"248,43",23/06/2018,105773
1,108,"300,23","184,6","115,63","548,66","300,23",207788,"548,66",21000,"248,43",06/08/2018,109651
1,108,"300,23","184,6","115,63","548,66","300,23",211067,"548,66",14000,"248,43",15/10/2018,115836
1,108,"300,23","184,6","115,63","548,66","300,23",211679,"548,66",10000,"248,43",26/09/2018,114274
1,108,"300,23","184,6","115,63","548,66","300,23",211680,"548,66",23000,"248,43",26/09/2018,114275
1,108,"300,23","184,6","115,63","548,66","300,23",218358,"548,66",21000,"248,43",06/02/2018,122039
1,108,"300,23","184,6","115,63","548,66","300,23",221538,"548,66",10000,"248,43",28/03/2018,126568
1,108,"300,23","184,6","115,63","548,66","300,23",221539,"548,66",23000,"248,43",28/03/2018,126569
1,108,"300,23","184,6","115,63","548,66","300,23",222476,"548,66",14000,"248,43",17/12/2018,129364
1,108,"300,23","184,6","115,63","548,66","300,23",223028,"548,66",10000,"248,43",28/11/2018,127829
1,108,"300,23","184,6","115,63","548,66","300,23",223029,"548,66",23000,"248,43",28/11/2018,127830
1,108,"300,44","97,31","203,13",575,"300,44",211562,575,8000,"274,56",25/09/2018,114122
1,108,"300,44","97,31","203,13",575,"300,44",212070,575,1000,"274,56",03/10/2018,114869
1,108,"300,44","97,31","203,13",575,"300,44",221483,575,8000,"274,56",27/03/2018,126418
1,108,"300,44","97,31","203,13",575,"300,44",222920,575,8000,"274,56",27/11/2018,127679
1,108,"300,44","97,31","203,13",575,"300,44",223362,575,1000,"274,56",05/12/2018,128415
1,108,"301,46","214,11","87,35","550,91","301,46",205052,"550,91",32000,"249,45",11/07/2018,107377
1,108,"301,46","214,11","87,35","550,91","301,46",216402,"550,91",32000,"249,45",11/01/2018,119807
1,108,"301,46","214,11","87,35","550,91","301,46",225172,"550,91",32000,"249,45",11/04/2018,131319
1,108,"302,05","52,34","249,71",575,"302,05",103062,575,1000,"272,95",27/05/2017,302385
1,108,"302,05","52,75","249,3",575,"302,05",106671,575,1000,"272,95",27/07/2017,307689
1,108,"302,05","52,75","249,3",575,"302,05",108731,575,1000,"272,95",27/08/2017,310596
1,108,"302,05","52,75","249,3",575,"302,05",109486,575,1000,"272,95",07/09/2017,311423
1,108,"302,05","52,75","249,3",575,"302,05",110966,575,1000,"272,95",29/09/2017,313311
1,108,"302,05","52,75","249,3",575,"302,05",111680,575,34000,"272,95",08/10/2017,314275
1,108,"302,05","52,75","249,3",575,"302,05",112325,575,1000,"272,95",19/10/2017,315158
1,108,"302,05","52,75","249,3",575,"302,05",112742,575,1000,"272,95",25/10/2017,315658
1,108,"302,05","52,75","249,3",575,"302,05",117402,575,1000,"272,95",26/01/2017,320111
1,108,"302,05","52,75","249,3",575,"302,05",119171,575,1000,"272,95",26/02/2017,322965
1,108,"302,05","52,75","249,3",575,"302,05",119786,575,1000,"272,95",09/03/2017,323772
1,108,"302,05","52,75","249,3",575,"302,05",121047,575,1000,"272,95",31/03/2017,325618
1,108,"302,05","52,75","249,3",575,"302,05",121539,575,34000,"272,95",09/04/2017,326569
1,108,"302,05","52,75","249,3",575,"302,05",122404,575,1000,"272,95",01/12/2017,326879
1,108,"302,05","52,75","249,3",575,"302,05",123029,575,34000,"272,95",10/12/2017,327830
1,108,"302,05","52,75","249,3",575,"302,05",123598,575,1000,"272,95",21/12/2017,328698
1,108,"302,05","52,75","249,3",575,"302,05",123940,575,1000,"272,95",27/12/2017,329187
1,108,"302,05","52,75","249,3",575,"302,05",126039,575,1000,"272,95",27/04/2017,331623
1,108,"303,35","92,33","211,02","577,46","303,35",103862,"577,46",7000,"274,11",11/06/2017,303740
1,108,"303,35","92,33","211,02","577,46","303,35",103864,"577,46",18000,"274,11",16/06/2017,304163
1,108,"304,59","136,84","167,75","556,63","304,59",201848,"556,63",24000,"252,04",09/05/2018,101793
1,108,"304,59","138,29","166,3","556,63","304,59",203862,"556,63",4000,"252,04",11/07/2018,107367
1,108,"304,59","138,29","166,3","556,63","304,59",216178,"556,63",4000,"252,04",11/01/2018,119797
1,108,"304,59","138,29","166,3","556,63","304,59",225000,"556,63",4000,"252,04",11/04/2018,131309
1,108,"304,59","138,58","166,01","556,63","304,59",205054,"556,63",47000,"252,04",27/06/2018,106391
1,108,"306,76","103,63","203,13",575,"306,76",212727,575,5000,"268,24",13/10/2018,115652
1,108,"306,76","103,63","203,13",575,"306,76",223926,575,5000,"268,24",15/12/2018,129181
1,108,307,"110,17","196,83","561,04",307,201479,"561,04",33000,"254,04",06/06/2018,104360
1,108,307,"110,17","196,83","561,04",307,201479,"561,04",33001,"254,04",30/05/2018,103651
1,108,307,"110,72","196,28","561,04",307,214779,"561,04",1000,"254,04",10/11/2018,118164
1,108,307,"127,39","179,61","561,04",307,205034,"561,04",52000,"254,04",23/06/2018,105773
1,108,"308,62","56,56","252,06",625,"308,62",112870,625,228000,"316,38",29/10/2017,316099
1,108,"308,62","56,56","252,06",625,"308,62",124046,625,228000,"316,38",31/12/2017,329620
1,108,"308,91","171,54","137,37","564,53","308,91",205052,"564,53",55000,"255,62",23/06/2018,105777
1,108,"308,91","171,55","137,36","564,53","308,91",207776,"564,53",33000,"255,62",01/08/2018,109304
1,108,"308,91","171,55","137,36","564,53","308,91",218346,"564,53",33000,"255,62",01/02/2018,121695
1,108,"309,24","193,61","115,63","548,66","309,24",318358,"548,66",21000,"239,42",29/01/2019,222039
1,108,"309,45","106,32","203,13",575,"309,45",321483,575,8000,"265,55",20/03/2019,226418
1,108,"310,5","223,15","87,35","550,91","310,5",316402,"550,91",32000,"240,41",03/01/2019,219807
1,108,"313,12","41,06","272,06","634,11","313,12",112878,"634,11",47000,"320,99",01/11/2017,316238
1,108,"313,12","41,06","272,06","634,11","313,12",124053,"634,11",47000,"320,99",03/01/2018,329754
1,108,"313,73","147,43","166,3","556,63","313,73",316178,"556,63",4000,"242,9",03/01/2019,219797
1,108,"314,64","64,93","249,71",575,"314,64",203062,575,1000,"260,36",15/05/2018,102385
1,108,"314,64","65,34","249,3",575,"314,64",206671,575,1000,"260,36",15/07/2018,107689
1,108,"314,64","65,34","249,3",575,"314,64",208731,575,1000,"260,36",15/08/2018,110596
1,108,"314,64","65,34","249,3",575,"314,64",209486,575,1000,"260,36",26/08/2018,111423
1,108,"314,64","65,34","249,3",575,"314,64",210966,575,1000,"260,36",17/09/2018,113311
1,108,"314,64","65,34","249,3",575,"314,64",211680,575,34000,"260,36",26/09/2018,114275
1,108,"314,64","65,34","249,3",575,"314,64",212325,575,1000,"260,36",07/10/2018,115158
1,108,"314,64","65,34","249,3",575,"314,64",212742,575,1000,"260,36",13/10/2018,115658
1,108,"314,64","65,34","249,3",575,"314,64",217402,575,1000,"260,36",15/01/2018,120111
1,108,"314,64","65,34","249,3",575,"314,64",219171,575,1000,"260,36",15/02/2018,122965
1,108,"314,64","65,34","249,3",575,"314,64",219786,575,1000,"260,36",26/02/2018,123772
1,108,"314,64","65,34","249,3",575,"314,64",221047,575,1000,"260,36",19/03/2018,125618
1,108,"314,64","65,34","249,3",575,"314,64",221539,575,34000,"260,36",28/03/2018,126569
1,108,"314,64","65,34","249,3",575,"314,64",222404,575,1000,"260,36",19/11/2018,126879
1,108,"314,64","65,34","249,3",575,"314,64",223029,575,34000,"260,36",28/11/2018,127830
1,108,"314,64","65,34","249,3",575,"314,64",223598,575,1000,"260,36",09/12/2018,128698
1,108,"314,64","65,34","249,3",575,"314,64",223940,575,1000,"260,36",15/12/2018,129187
1,108,"314,64","65,34","249,3",575,"314,64",226039,575,1000,"260,36",15/04/2018,131623
1,108,"315,99","104,97","211,02","577,46","315,99",203862,"577,46",7000,"261,47",30/05/2018,103740
1,108,"315,99","104,97","211,02","577,46","315,99",203864,"577,46",18000,"261,47",04/06/2018,104163
1,108,"318,18","180,82","137,36","564,53","318,18",318346,"564,53",33000,"246,35",24/01/2019,221695
1,108,"321,48","69,42","252,06",625,"321,48",212870,625,228000,"303,52",17/10/2018,116099
1,108,"321,48","69,42","252,06",625,"321,48",224046,625,228000,"303,52",19/12/2018,129620
1,108,"324,08","74,78","249,3",575,"324,08",317402,575,1000,"250,92",07/01/2019,220111
1,108,"324,08","74,78","249,3",575,"324,08",319171,575,1000,"250,92",07/02/2019,222965
1,108,"324,08","74,78","249,3",575,"324,08",319786,575,1000,"250,92",18/02/2019,223772
1,108,"324,08","74,78","249,3",575,"324,08",321047,575,1000,"250,92",12/03/2019,225618
1,108,"324,77","52,71","272,06","634,11","324,77",106376,"634,11",15000,"309,34",25/08/2017,310261
1,108,"324,77","52,71","272,06","634,11","324,77",117132,"634,11",15000,"309,34",24/02/2017,322636
1,108,"326,17","54,11","272,06","634,11","326,17",212878,"634,11",47000,"307,94",20/10/2018,116238
1,108,"326,17","54,11","272,06","634,11","326,17",224053,"634,11",47000,"307,94",22/12/2018,129754
1,108,"327,62","180,22","147,4","623,67","327,62",102845,"623,67",1000,"296,05",25/05/2017,302118
1,108,"327,62","180,95","146,67","623,67","327,62",104607,"623,67",2000,"296,05",02/08/2017,308093
1,108,"327,62","180,95","146,67","623,67","327,62",104735,"623,67",1000,"296,05",04/08/2017,308351
1,108,"327,62","180,95","146,67","623,67","327,62",105051,"623,67",167000,"296,05",30/07/2017,307966
1,108,"327,62","180,95","146,67","623,67","327,62",106069,"623,67",1000,"296,05",02/08/2017,308124
1,108,"327,62","180,95","146,67","623,67","327,62",116295,"623,67",2000,"296,05",01/02/2017,320508
1,108,"327,62","180,95","146,67","623,67","327,62",116321,"623,67",1000,"296,05",03/02/2017,320763
1,108,"327,62","180,95","146,67","623,67","327,62",116401,"623,67",167000,"296,05",29/01/2017,320383
1,108,"327,62","180,95","146,67","623,67","327,62",116860,"623,67",1000,"296,05",01/02/2017,320539
1,108,"327,62","180,95","146,67","623,67","327,62",125083,"623,67",2000,"296,05",03/05/2017,332020
1,108,"327,62","180,95","146,67","623,67","327,62",125104,"623,67",1000,"296,05",05/05/2017,332275
1,108,"327,62","180,95","146,67","623,67","327,62",125171,"623,67",167000,"296,05",30/04/2017,331895
1,108,"327,62","180,95","146,67","623,67","327,62",125574,"623,67",1000,"296,05",03/05/2017,332051
1,108,"327,62","186,8","140,82","623,67","327,62",107817,"623,67",1000,"296,05",16/08/2017,309436
1,108,"327,62","186,8","140,82","623,67","327,62",109721,"623,67",1000,"296,05",10/09/2017,311820
1,108,"327,62","186,8","140,82","623,67","327,62",110309,"623,67",1000,"296,05",30/09/2017,313387
1,108,"327,62","186,8","140,82","623,67","327,62",110471,"623,67",13000,"296,05",30/09/2017,313390
1,108,"327,62","186,8","140,82","623,67","327,62",111127,"623,67",1000,"296,05",01/10/2017,313543
1,108,"327,62","186,8","140,82","623,67","327,62",112145,"623,67",3000,"296,05",15/10/2017,314906
1,108,"327,62","186,8","140,82","623,67","327,62",112458,"623,67",1000,"296,05",21/10/2017,315382
1,108,"327,62","186,8","140,82","623,67","327,62",112740,"623,67",1000,"296,05",26/10/2017,315756
1,108,"327,62","186,8","140,82","623,67","327,62",112746,"623,67",1000,"296,05",26/10/2017,315760
1,108,"327,62","186,8","140,82","623,67","327,62",113103,"623,67",1000,"296,05",29/10/2017,316138
1,108,"327,62","186,8","140,82","623,67","327,62",118386,"623,67",1000,"296,05",15/02/2017,321824
1,108,"327,62","186,8","140,82","623,67","327,62",119988,"623,67",1000,"296,05",12/03/2017,324156
1,108,"327,62","186,8","140,82","623,67","327,62",120509,"623,67",1000,"296,05",01/04/2017,325691
1,108,"327,62","186,8","140,82","623,67","327,62",120643,"623,67",13000,"296,05",01/04/2017,325694
1,108,"327,62","186,8","140,82","623,67","327,62",121160,"623,67",1000,"296,05",02/04/2017,325845
1,108,"327,62","186,8","140,82","623,67","327,62",122096,"623,67",1000,"296,05",02/12/2017,326952
1,108,"327,62","186,8","140,82","623,67","327,62",122129,"623,67",13000,"296,05",02/12/2017,326955
1,108,"327,62","186,8","140,82","623,67","327,62",122533,"623,67",1000,"296,05",03/12/2017,327106
1,108,"327,62","186,8","140,82","623,67","327,62",123435,"623,67",3000,"296,05",17/12/2017,328452
1,108,"327,62","186,8","140,82","623,67","327,62",123702,"623,67",1000,"296,05",23/12/2017,328918
1,108,"327,62","186,8","140,82","623,67","327,62",123938,"623,67",1000,"296,05",28/12/2017,329285
1,108,"327,62","186,8","140,82","623,67","327,62",123944,"623,67",1000,"296,05",28/12/2017,329289
1,108,"327,62","186,8","140,82","623,67","327,62",124226,"623,67",1000,"296,05",31/12/2017,329659
1,108,"328,32","52,76","275,56",625,"328,32",109656,625,1000,"296,68",14/09/2017,311939
1,108,"328,32","52,76","275,56",625,"328,32",110339,625,1000,"296,68",20/09/2017,312491
1,108,"328,32","52,76","275,56",625,"328,32",111676,625,20000,"296,68",11/10/2017,314438
1,108,"328,32","52,76","275,56",625,"328,32",115485,625,1000,"296,68",29/11/2017,318854
1,108,"328,32","52,76","275,56",625,"328,32",119927,625,1000,"296,68",16/03/2017,324274
1,108,"328,32","52,76","275,56",625,"328,32",120537,625,1000,"296,68",22/03/2017,324823
1,108,"328,32","52,76","275,56",625,"328,32",123025,625,20000,"296,68",13/12/2017,327990
1,108,"328,32","55,71","272,61",625,"328,32",101087,625,23000,"296,68",21/06/2017,304468
1,108,"328,32","74,61","253,71",625,"328,32",103962,625,1000,"296,68",23/06/2017,304813
1,108,"328,32","76,26","252,06",625,"328,32",107670,625,1000,"296,68",13/08/2017,309282
1,108,"328,32","76,26","252,06",625,"328,32",108589,625,1000,"296,68",25/08/2017,310366
1,108,"328,32","76,26","252,06",625,"328,32",111355,625,2000,"296,68",05/10/2017,313817
1,108,"328,32","76,26","252,06",625,"328,32",113933,625,1000,"296,68",10/11/2017,317132
1,108,"328,32","76,26","252,06",625,"328,32",114111,625,1000,"296,68",10/11/2017,317171
1,108,"328,32","76,26","252,06",625,"328,32",118262,625,1000,"296,68",12/02/2017,321673
1,108,"328,32","76,26","252,06",625,"328,32",119067,625,1000,"296,68",24/02/2017,322740
1,108,"328,32","76,26","252,06",625,"328,32",121343,625,2000,"296,68",06/04/2017,326117
1,108,"328,32","76,26","252,06",625,"328,32",122744,625,2000,"296,68",07/12/2017,327378
1,108,"328,32","85,11","243,21",625,"328,32",111562,625,9000,"296,68",07/10/2017,314122
1,108,"328,32","85,11","243,21",625,"328,32",121483,625,9000,"296,68",08/04/2017,326418
1,108,"328,32","85,11","243,21",625,"328,32",122920,625,9000,"296,68",09/12/2017,327679
1,108,"333,11","61,05","272,06","634,11","333,11",105053,"634,11",31000,301,21/07/2017,307147
1,108,"333,11","61,05","272,06","634,11","333,11",116403,"634,11",31000,301,20/01/2017,319579
1,108,"333,11","61,05","272,06","634,11","333,11",125173,"634,11",31000,301,21/04/2017,331091
1,108,"333,57","156,51","177,06",635,"333,57",107565,635,1000,"301,43",12/08/2017,309066
1,108,"333,57","156,51","177,06",635,"333,57",107940,635,1000,"301,43",17/08/2017,309564
1,108,"333,57","156,51","177,06",635,"333,57",118168,635,1000,"301,43",11/02/2017,321464
1,108,"333,57","156,51","177,06",635,"333,57",118493,635,1000,"301,43",16/02/2017,321952
1,108,"338,3","66,24","272,06","634,11","338,3",206376,"634,11",15000,"295,81",13/08/2018,110261
1,108,"338,3","66,24","272,06","634,11","338,3",217132,"634,11",15000,"295,81",13/02/2018,122636
1,108,"338,82","97,71","241,11",645,"338,82",110566,645,1000,"306,18",24/09/2017,312918
1,108,"338,82","97,71","241,11",645,"338,82",120730,645,1000,"306,18",26/03/2017,325233
1,108,"341,27","193,87","147,4","623,67","341,27",202845,"623,67",1000,"282,4",13/05/2018,102118
1,108,"341,27","194,6","146,67","623,67","341,27",204607,"623,67",2000,"282,4",21/07/2018,108093
1,108,"341,27","194,6","146,67","623,67","341,27",204735,"623,67",1000,"282,4",23/07/2018,108351
1,108,"341,27","194,6","146,67","623,67","341,27",205051,"623,67",167000,"282,4",18/07/2018,107966
1,108,"341,27","194,6","146,67","623,67","341,27",206069,"623,67",1000,"282,4",21/07/2018,108124
1,108,"341,27","194,6","146,67","623,67","341,27",216295,"623,67",2000,"282,4",21/01/2018,120508
1,108,"341,27","194,6","146,67","623,67","341,27",216321,"623,67",1000,"282,4",23/01/2018,120763
1,108,"341,27","194,6","146,67","623,67","341,27",216401,"623,67",167000,"282,4",18/01/2018,120383
1,108,"341,27","194,6","146,67","623,67","341,27",216860,"623,67",1000,"282,4",21/01/2018,120539
1,108,"341,27","194,6","146,67","623,67","341,27",225083,"623,67",2000,"282,4",21/04/2018,132020
1,108,"341,27","194,6","146,67","623,67","341,27",225104,"623,67",1000,"282,4",23/04/2018,132275
1,108,"341,27","194,6","146,67","623,67","341,27",225171,"623,67",167000,"282,4",18/04/2018,131895
1,108,"341,27","194,6","146,67","623,67","341,27",225574,"623,67",1000,"282,4",21/04/2018,132051
1,108,"341,27","200,45","140,82","623,67","341,27",207817,"623,67",1000,"282,4",04/08/2018,109436
1,108,"341,27","200,45","140,82","623,67","341,27",209721,"623,67",1000,"282,4",29/08/2018,111820
1,108,"341,27","200,45","140,82","623,67","341,27",210309,"623,67",1000,"282,4",18/09/2018,113387
1,108,"341,27","200,45","140,82","623,67","341,27",210471,"623,67",13000,"282,4",18/09/2018,113390
1,108,"341,27","200,45","140,82","623,67","341,27",211127,"623,67",1000,"282,4",19/09/2018,113543
1,108,"341,27","200,45","140,82","623,67","341,27",212145,"623,67",3000,"282,4",03/10/2018,114906
1,108,"341,27","200,45","140,82","623,67","341,27",212458,"623,67",1000,"282,4",09/10/2018,115382
1,108,"341,27","200,45","140,82","623,67","341,27",212740,"623,67",1000,"282,4",14/10/2018,115756
1,108,"341,27","200,45","140,82","623,67","341,27",212746,"623,67",1000,"282,4",14/10/2018,115760
1,108,"341,27","200,45","140,82","623,67","341,27",213103,"623,67",1000,"282,4",17/10/2018,116138
1,108,"341,27","200,45","140,82","623,67","341,27",218386,"623,67",1000,"282,4",04/02/2018,121824
1,108,"341,27","200,45","140,82","623,67","341,27",220509,"623,67",1000,"282,4",20/03/2018,125691
1,108,"341,27","200,45","140,82","623,67","341,27",220643,"623,67",13000,"282,4",20/03/2018,125694
1,108,"341,27","200,45","140,82","623,67","341,27",221160,"623,67",1000,"282,4",21/03/2018,125845
1,108,"341,27","200,45","140,82","623,67","341,27",222096,"623,67",1000,"282,4",20/11/2018,126952
1,108,"341,27","200,45","140,82","623,67","341,27",222129,"623,67",13000,"282,4",20/11/2018,126955
1,108,"341,27","200,45","140,82","623,67","341,27",222533,"623,67",1000,"282,4",21/11/2018,127106
1,108,"341,27","200,45","140,82","623,67","341,27",223435,"623,67",3000,"282,4",05/12/2018,128452
1,108,"341,27","200,45","140,82","623,67","341,27",223702,"623,67",1000,"282,4",11/12/2018,128918
1,108,"341,27","200,45","140,82","623,67","341,27",223938,"623,67",1000,"282,4",16/12/2018,129285
1,108,"341,27","200,45","140,82","623,67","341,27",223944,"623,67",1000,"282,4",16/12/2018,129289
1,108,"341,27","200,45","140,82","623,67","341,27",224226,"623,67",1000,"282,4",19/12/2018,129659
1,108,342,"66,44","275,56",625,342,209656,625,1000,283,02/09/2018,111939
1,108,342,"66,44","275,56",625,342,210339,625,1000,283,08/09/2018,112491
1,108,342,"66,44","275,56",625,342,211676,625,20000,283,29/09/2018,114438
1,108,342,"66,44","275,56",625,342,215485,625,1000,283,17/11/2018,118854
1,108,342,"66,44","275,56",625,342,219927,625,1000,283,04/03/2018,124274
1,108,342,"66,44","275,56",625,342,220537,625,1000,283,10/03/2018,124823
1,108,342,"66,44","275,56",625,342,223025,625,20000,283,01/12/2018,127990
1,108,342,"69,39","272,61",625,342,201087,625,23000,283,09/06/2018,104468
1,108,342,"88,29","253,71",625,342,203962,625,1000,283,11/06/2018,104813
1,108,342,"89,94","252,06",625,342,207670,625,1000,283,01/08/2018,109282
1,108,342,"89,94","252,06",625,342,208589,625,1000,283,13/08/2018,110366
1,108,342,"89,94","252,06",625,342,211355,625,2000,283,23/09/2018,113817
1,108,342,"89,94","252,06",625,342,213933,625,1000,283,29/10/2018,117132
1,108,342,"89,94","252,06",625,342,214111,625,1000,283,29/10/2018,117171
1,108,342,"89,94","252,06",625,342,218262,625,1000,283,01/02/2018,121673
1,108,342,"89,94","252,06",625,342,219067,625,1000,283,13/02/2018,122740
1,108,342,"89,94","252,06",625,342,221343,625,2000,283,25/03/2018,126117
1,108,342,"89,94","252,06",625,342,222744,625,2000,283,25/11/2018,127378
1,108,342,"98,79","243,21",625,342,211562,625,9000,283,25/09/2018,114122
1,108,342,"98,79","243,21",625,342,221483,625,9000,283,27/03/2018,126418
1,108,342,"98,79","243,21",625,342,222920,625,9000,283,27/11/2018,127679
1,108,"346,99","74,93","272,06","634,11","346,99",205053,"634,11",31000,"287,12",09/07/2018,107147
1,108,"346,99","74,93","272,06","634,11","346,99",216403,"634,11",31000,"287,12",09/01/2018,119579
1,108,"346,99","74,93","272,06","634,11","346,99",225173,"634,11",31000,"287,12",09/04/2018,131091
1,108,"347,47","170,41","177,06",635,"347,47",207565,635,1000,"287,53",31/07/2018,109066
1,108,"347,47","170,41","177,06",635,"347,47",207940,635,1000,"287,53",05/08/2018,109564
1,108,"347,47","170,41","177,06",635,"347,47",218168,635,1000,"287,53",31/01/2018,121464
1,108,"347,47","170,41","177,06",635,"347,47",218493,635,1000,"287,53",05/02/2018,121952
1,108,"348,45","76,39","272,06","634,11","348,45",317132,"634,11",15000,"285,66",05/02/2019,222636
1,108,"351,51","204,84","146,67","623,67","351,51",316295,"623,67",2000,"272,16",13/01/2019,220508
1,108,"351,51","204,84","146,67","623,67","351,51",316321,"623,67",1000,"272,16",15/01/2019,220763
1,108,"351,51","204,84","146,67","623,67","351,51",316401,"623,67",167000,"272,16",10/01/2019,220383
1,108,"351,51","204,84","146,67","623,67","351,51",316860,"623,67",1000,"272,16",13/01/2019,220539
1,108,"351,51","210,69","140,82","623,67","351,51",318386,"623,67",1000,"272,16",27/01/2019,221824
1,108,"351,51","210,69","140,82","623,67","351,51",319988,"623,67",1000,"272,16",21/02/2019,224156
1,108,"351,51","210,69","140,82","623,67","351,51",320509,"623,67",1000,"272,16",13/03/2019,225691
1,108,"351,51","210,69","140,82","623,67","351,51",320643,"623,67",13000,"272,16",13/03/2019,225694
1,108,"351,51","210,69","140,82","623,67","351,51",321160,"623,67",1000,"272,16",14/03/2019,225845
1,108,"352,26","100,2","252,06",625,"352,26",318262,625,1000,"272,74",24/01/2019,221673
1,108,"352,26","100,2","252,06",625,"352,26",319067,625,1000,"272,74",05/02/2019,222740
1,108,"352,26","100,2","252,06",625,"352,26",321343,625,2000,"272,74",18/03/2019,226117
1,108,"352,26","109,05","243,21",625,"352,26",321483,625,9000,"272,74",20/03/2019,226418
1,108,"352,26","76,7","275,56",625,"352,26",319927,625,1000,"272,74",25/02/2019,224274
1,108,"352,26","76,7","275,56",625,"352,26",320537,625,1000,"272,74",03/03/2019,224823
1,108,"352,94","111,83","241,11",645,"352,94",210566,645,1000,"292,06",12/09/2018,112918
1,108,"352,94","111,83","241,11",645,"352,94",220730,645,1000,"292,06",14/03/2018,125233
1,108,"357,4","85,34","272,06","634,11","357,4",316403,"634,11",31000,"276,71",01/01/2019,219579
1,108,"357,89","180,83","177,06",635,"357,89",318168,635,1000,"277,11",23/01/2019,221464
1,108,"357,89","180,83","177,06",635,"357,89",318493,635,1000,"277,11",28/01/2019,221952
1,108,"363,53","122,42","241,11",645,"363,53",320730,645,1000,"281,47",07/03/2019,225233
1,108,"377,1","'-12,63","389,73","803,86","377,1",112656,"803,86",26000,"426,76",22/10/2017,315525
1,108,"377,1","'-12,63","389,73","803,86","377,1",112656,"803,86",27001,"426,76",22/10/2017,315525
1,108,"377,1","'-12,63","389,73","803,86","377,1",112870,"803,86",236000,"426,76",29/10/2017,316099
1,108,"377,1","'-12,63","389,73","803,86","377,1",123864,"803,86",26000,"426,76",24/12/2017,329057
1,108,"377,1","'-12,63","389,73","803,86","377,1",123864,"803,86",27001,"426,76",24/12/2017,329057
1,108,"377,1","'-12,63","389,73","803,86","377,1",124046,"803,86",236000,"426,76",31/12/2017,329620
1,108,"377,1","16,19","360,91","803,86","377,1",112656,"803,86",25000,"426,76",22/10/2017,315525
1,108,"377,1","16,19","360,91","803,86","377,1",123864,"803,86",25000,"426,76",24/12/2017,329057
1,108,"379,11","97,06","282,05","767,75","379,11",112881,"767,75",82000,"388,64",02/11/2017,316345
1,108,"379,11","97,06","282,05","767,75","379,11",124056,"767,75",82000,"388,64",04/01/2018,329856
1,108,"384,5","115,51","268,99","731,95","384,5",108443,"731,95",1000,"347,45",24/08/2017,310224
1,108,"384,5","115,51","268,99","731,95","384,5",110241,"731,95",1000,"347,45",20/09/2017,312455
1,108,"384,5","115,51","268,99","731,95","384,5",118941,"731,95",1000,"347,45",23/02/2017,322601
1,108,"384,5","115,51","268,99","731,95","384,5",120445,"731,95",1000,"347,45",22/03/2017,324788
1,108,"384,5","123,25","261,25","731,95","384,5",103876,"731,95",1000,"347,45",10/06/2017,303564
1,108,"387,31","71,31",316,"722,1","387,31",103169,"722,1",4000,"334,79",01/06/2017,302736
1,108,"387,31","71,31",316,"722,1","387,31",103695,"722,1",13000,"334,79",08/06/2017,303329
1,108,"392,81","3,08","389,73","803,86","392,81",212656,"803,86",26000,"411,05",10/10/2018,115525
